Parent,Transplant,Origin,Timepoint,Species,AFDW,SA,BM,BWx.d,LE,NP,R,GP,GPSA,NPSA,RSA,P_RSA,F0,FM,Yield,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
157,Outer Lagoon,Inner Lagoon,6,PCOM,267.8777782,40.357882,7.077540994,0.688071103,0.009117714,0.935206796,0.45869684,1.393903636,0.034900296,0.023620964,0.011279332,3.051976315,NA,NA,NA,0.29724761,3.721984251,4.074,46.441,3.806507365,1,2.025867827,90.5,2.025867827
158,Inner Lagoon,Inner Lagoon,6,PCOM,108.574074,19.18236,5.583033097,0.507398208,0.004339114,0.250031481,0.134143887,0.384175368,0.020486169,0.013405652,0.007080518,2.879130269,NA,NA,NA,0.279511024,20.27248963,0.928,54.728,1.460525066,1,1.549786587,81,1.549786587
158,Outer Lagoon,Inner Lagoon,6,PCOM,155.5222222,23.502124,7.454209113,0.618324157,0.007292571,0.525583598,0.237214766,0.762798364,0.033299103,0.023067395,0.010231708,3.225333278,NA,NA,NA,0.321550173,20.89181742,0.484,24.715,2.876636294,1,1.711516621,81,1.711516621
162,Inner Lagoon,Inner Lagoon,6,MCAP,292.6888894,70.855,5.013096339,0.669742234,0.011948538,0.866717147,0.267435222,1.134152369,0.016992548,0.012685087,0.004307461,4.003443188,NA,NA,NA,0.557623273,13.11525454,7.421,15.832,5.560092319,0.5,1.102768011,100,2.205536022
162,Outer Lagoon,Inner Lagoon,6,MCAP,266.793333,62.620012,5.207571544,0.883006696,0.011678613,1.010008204,0.392850498,1.402858702,0.024902969,0.017804189,0.00709878,3.599699733,NA,NA,NA,0.298365478,17.82415969,3.96,19.564,5.392787333,0.9,2.218608248,95.2,2.465120276
163,Inner Lagoon,Inner Lagoon,6,MCAP,406.6155554,88.837594,5.188488245,0.764636137,0.017622222,1.094467966,0.489761304,1.584229269,0.018024883,0.01254977,0.005475113,3.270261379,NA,NA,NA,0.457249071,8.241008775,13.214,30.432,7.21063265,0.5,1.188172523,100,2.376345046
163,Outer Lagoon,Inner Lagoon,6,MCAP,232.9438885,65.36998,3.74131004,0.95377136,0.013180347,0.969611266,0.419404222,1.389015488,0.021572931,0.014933715,0.006639216,3.267007092,NA,NA,NA,0.430564421,6.77639672,3.375,13.274,2.72253,0.9,2.445109603,100,2.716788448
166,Inner Lagoon,Inner Lagoon,6,MCAP,264.5211112,56.638696,5.007198818,0.366634886,0.009127165,0.58177161,0.263127206,0.844898816,0.016552617,0.01135445,0.005198167,3.280645694,NA,NA,NA,0.462546817,11.83579602,0.572,21.275,1.477849245,0.5,0.829971398,100,1.659942796
166,Outer Lagoon,Inner Lagoon,6,MCAP,283.004167,56.3907175,5.044174625,0.479577682,0.009608093,0.779496635,0.35304461,1.132541246,0.017500207,0.012136497,0.00536371,3.256258398,NA,NA,NA,0.404306796,6.257087305,1.176,91.082,1.699317,0.9,1.676915844,100,1.863239827
167,Inner Lagoon,Inner Lagoon,6,MCAP,322.7333336,71.396044,7.645356957,0.804481543,0.013621053,1.088310689,0.457372081,1.54568277,0.035231597,0.024633321,0.010598277,3.383277009,NA,NA,NA,NA,NA,9.283,10.523,6.369955476,0.5,1.064482168,90.5,2.128964336
167,Outer Lagoon,Inner Lagoon,6,MCAP,282.870833,87.5804125,3.38460917,1.002111637,0.011424856,1.146065801,0.511601872,1.657667672,0.016673794,0.011927545,0.004746249,3.592536185,NA,NA,NA,0.321153987,5.187445395,3.282,10.55,2.983839683,0.9,2.402296651,95.2,2.669218501
169,Inner Lagoon,Inner Lagoon,6,MCAP,228.8888898,32.177812,7.147355863,0.56040534,0.011950877,0.376722711,0.147916015,0.524638726,0.016434263,0.011791573,0.00464269,3.534615182,NA,NA,NA,0.491048778,24.28126477,0,NA,NA,0.5,0.860740639,85.7,1.721481278
169,Outer Lagoon,Inner Lagoon,6,MCAP,165.5472225,41.52472,4.00367626,0.672097398,0.008332948,0.524985305,0.207567344,0.73255265,0.019451078,0.014092852,0.005358226,3.607432831,NA,NA,NA,0.439248816,7.322881654,1.304,4.375,2.905114826,0.9,1.893335492,95.2,2.103706102
170,Inner Lagoon,Inner Lagoon,6,MCAP,396.4166658,60.879925,6.878572116,0.52456912,0.012669591,0.640038315,0.271033494,0.911071809,0.016571519,0.011647369,0.004924151,3.389564985,NA,NA,NA,0.465944272,1.346618407,3.377,12.87,2.993032957,0.5,0.555076071,57.1,1.110152142
170,Outer Lagoon,Inner Lagoon,6,MCAP,292.8822222,72.021838,4.22755707,0.311806905,0.007384971,1.082392112,0.448805839,1.531197951,0.020266543,0.014157413,0.00610913,3.320029454,NA,NA,NA,0.532561505,10.85923705,0,NA,NA,0.9,1.271640103,90.5,1.412933448
208,Inner Lagoon,Outer Lagoon,6,MCAP,258.25,77.403802,3.666635961,0.617077913,0.014098245,0.681406301,0.318812419,1.00021872,0.014154988,0.00967315,0.004481838,3.14699884,NA,NA,NA,0.428517723,-2.430871863,7.171,50.464,5.399141274,0.9,1.853489139,100,2.059432377
208,Outer Lagoon,Outer Lagoon,6,MCAP,313.8355562,71.33977,4.98638012,0.939495232,0.011618497,1.427484005,0.581529036,2.009013041,0.026908358,0.018887203,0.008021155,3.384189921,NA,NA,NA,0.422018349,6.186632968,3.89,4.589,2.856690316,1,2.691091418,100,2.691091418
