Date,Year,Day,Time,PH_INT,PH_EXT,TEMP,TEMP_CTD,Salinity,Oxygen
2016162,2016,162,2.76535406,8.082404,8.060848,26.76134,26.53448,34.25806,5.9814
2016162,2016,162,3.01537494,8.083246,8.06201,26.76056,26.53038,34.25924,5.9576
2016162,2016,162,3.26539742,8.083122,8.06141,26.75752,26.5264,34.26034,5.9306
2016162,2016,162,3.51539198,8.083232,8.060976,26.75092,26.51832,34.2612,5.8936
2016162,2016,162,3.7651309,8.082014,8.06009,26.73602,26.49826,34.2626,5.844
2016162,2016,162,4.01513082,8.080872,8.05888,26.72216,26.4816,34.26386,5.7992
2016162,2016,162,4.2651476,8.079256,8.057056,26.70336,26.45842,34.2651,5.7426
2016162,2016,162,4.51515864,8.077874,8.054962,26.6831,26.43744,34.26642,5.6876
2016162,2016,162,4.76516936,8.075314,8.05241,26.66548,26.42008,34.2667,5.6194
2016162,2016,162,5.0151863,8.072842,8.049742,26.64724,26.40134,34.26668,5.5436
2016162,2016,162,5.26519726,8.069418,8.046104,26.62788,26.38058,34.26726,5.4728
2016162,2016,162,5.51520806,8.065494,8.04226,26.60328,26.35392,34.26806,5.3954
2016162,2016,162,5.76521986,8.061696,8.037984,26.57924,26.33058,34.26898,5.317
2016162,2016,162,6.01520862,8.057402,8.033858,26.55676,26.30786,34.27042,5.2444
2016162,2016,162,6.26522558,8.054154,8.029512,26.53216,26.28256,34.27224,5.177
2016162,2016,162,6.51525296,8.050536,8.026148,26.50788,26.25882,34.27346,5.1078
2016162,2016,162,6.76525212,8.047008,8.02219,26.4808,26.22766,34.27556,5.0392
2016162,2016,162,7.01526976,8.043802,8.018442,26.45292,26.20044,34.2776,4.9792
2016162,2016,162,7.26529208,8.039222,8.013458,26.4255,26.17194,34.28,4.9186
2016162,2016,162,7.51528092,8.035696,8.010032,26.39856,26.14636,34.28122,4.8586
2016162,2016,162,7.76529712,8.031496,8.00639,26.362,26.10454,34.26886,4.804
2016162,2016,162,8.0153187,8.028616,8.003206,26.32956,26.07202,34.2686,4.7472
2016162,2016,162,8.26530896,8.024958,7.999734,26.297,26.03862,34.2692,4.693
2016162,2016,162,8.51530836,8.021232,7.996276,26.26198,26.00328,34.26992,4.6442
2016162,2016,162,8.76532534,8.017926,7.99159,26.22954,25.97312,34.27026,4.5928
2016162,2016,162,9.01535302,8.013824,7.987384,26.19832,25.9426,34.27032,4.546
2016162,2016,162,9.26537304,8.01011,7.984,26.16964,25.9142,34.26988,4.5004
