Parent,Destination,Origin,Timepoint,Species,AFDW,SA,BM,BWg.d,BWx,BWx.d,BWg.dSA,BWg.dAFDW,BWx.dSA,BWx.dAFDW,LE,NP,R,GP,GPSA,GPAFDW,NPSA,NPAFDW,RSA,RAFDW,P_RSA,P_RAFDW,F0,FM,Yield,PercentLipids,TotalLipids,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
55,Inner Lagoon,Outer Lagoon,6,MCAP,278.1777778,44.822512,6.633007069,0.027199769,92.48228593,0.540832082,0.000627458,0.000100557,0.012520857,0.00195008,0.014174269,0.444934085,0.200425342,0.645359427,0.014751376,0.002417072,0.010275289,0.001650962,0.004476087,0.00076611,3.361042909,3.361042909,NA,NA,NA,41.23995732,0.052425,0.412399573,10.52780112,5.823,8.009,3.385929958,0.8,1.428436464,90.47619048,1.78554558
55,Outer Lagoon,Outer Lagoon,6,MCAP,299.4277778,69.166102,4.624524325,0.045588904,143.6513033,0.830354354,0.000674206,0.000148486,0.013042108,0.002841905,0.011528324,0.906731318,0.368336785,1.275068104,0.021803662,0.004676559,0.015370669,0.003318296,0.006432993,0.001358263,3.390401379,3.390401379,NA,NA,NA,46.10434553,0.101428125,0.461043456,7.186096805,2.942,57.433,2.401532699,0.9,2.031347953,90.47619048,2.257053281
56,Inner Lagoon,Outer Lagoon,6,PCOM,182.2499996,27.006706,7.050297335,0.022994222,30.14648974,0.174257166,0.000715842,0.000108528,0.006403587,0.000968059,0.005073988,0.516824677,0.25244727,0.769271947,0.031329125,0.0045215,0.020641508,0.002992814,0.010687617,0.001528686,2.974292748,2.974292748,NA,NA,NA,42.45725194,0.021225,0.424572519,47.84080927,0,NA,NA,1,1.251310181,90.47619048,1.251310181
56,Outer Lagoon,Outer Lagoon,6,PCOM,366.8055587,66.04911,5.337383321,0.102096806,123.4165754,0.705237574,0.001540723,0.000317088,0.010605016,0.002115978,0.008771429,1.264537465,0.552731832,1.817269298,0.027217326,0.005578848,0.018953838,0.003896036,0.008263488,0.001682811,3.301050117,3.301050117,NA,NA,NA,NA,NA,NA,16.43535959,NA,NA,NA,1,1.188747808,52.38095238,1.188747808
57,Inner Lagoon,Outer Lagoon,6,PCOM,204.2111114,33.790774,6.63989599,0.029599164,52.58994437,0.303988118,0.000914454,0.000143646,0.010904407,0.001591145,0.005004624,0.437477753,0.245740064,0.683217817,0.022094194,0.003454903,0.014194107,0.002223669,0.007900086,0.001231234,2.810937971,2.810937971,NA,NA,NA,24.39860344,0.037353125,0.243986035,19.94407394,1.133,27.216,2.845402254,1,1.326153096,85.71428571,1.326153096
57,Outer Lagoon,Outer Lagoon,6,PCOM,173.4680555,26.28328,6.962193341,0.028683954,70.14309494,0.400817686,0.001193725,0.000187157,0.016259489,0.00279373,0.007824762,0.493512692,0.213608011,0.707120704,0.030054421,0.004301013,0.021118939,0.002991774,0.008935482,0.001309239,3.21763673,3.21763673,NA,NA,NA,30.98093987,0.020571875,0.309809399,25.25655892,3.175,4.048,3.74598066,1,1.229622739,71.42857143,1.229622739
58,Inner Lagoon,Outer Lagoon,6,PCOM,180.2361115,26.4960025,7.10389857,0.029464446,54.10409493,0.312740433,0.001065738,0.000173343,0.011948672,0.001799504,0.005731214,0.427816037,0.256162251,0.683978288,0.026540965,0.004069084,0.016918914,0.002525404,0.009622052,0.001543681,2.770883269,2.770883269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.488507409,95.23809524,1.488507409
58,Outer Lagoon,Outer Lagoon,6,PCOM,315.3819445,41.950165,7.16550775,0.070689513,102.2802494,0.584458568,0.001690067,0.000245927,0.016254321,0.0024974,0.010512857,0.767907572,0.388081142,1.155988714,0.028400929,0.004130416,0.018659964,0.002690933,0.009740965,0.001439483,2.945648559,2.945648559,NA,NA,NA,23.97839453,0.061446875,0.239783945,15.94267526,5.428,10.231,5.251236117,1,1.954309927,95.23809524,1.954309927
59,Inner Lagoon,Outer Lagoon,6,PCOM,74.4277775,41.25013,1.804224824,0.01269192,38.14042277,0.220464872,0.000307674,0.00017072,0.005344436,0.002965227,0.003647399,0.258579219,0.140581224,0.399160443,0.009675517,0.005339403,0.006267724,0.003453351,0.003407794,0.001886052,2.826806153,2.826806153,NA,NA,NA,NA,NA,NA,18.61726153,NA,NA,NA,1,1.197288659,85.71428571,1.197288659
59,Outer Lagoon,Outer Lagoon,6,PCOM,179.3466664,23.043118,7.772062289,0.029282762,93.9511894,0.536863939,0.001245094,0.000163484,0.022974981,0.003004079,0.007349144,0.482649467,0.223863096,0.706512563,0.030620669,0.004001657,0.020952806,0.002739327,0.009667863,0.00126233,3.183575869,3.183575869,NA,NA,NA,47.13525377,0.074625,0.471352538,32.43453685,1.626,40.972,1.597637513,1,1.685447221,85.71428571,1.685447221
60,Inner Lagoon,Outer Lagoon,6,PCOM,50.166667,22.36783,2.242804376,0.003622591,4.264292687,0.024649091,0.000161955,7.22E-05,0.001101988,0.000491344,0.003098266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.696245576,66.66666667,0.696245576
60,Outer Lagoon,Outer Lagoon,6,PCOM,321.1255554,43.769578,7.729920382,0.063068698,120.4873793,0.688499311,0.001361606,0.000179351,0.017000435,0.002274432,0.007105714,0.858703876,0.401048432,1.259752308,0.027379518,0.003520325,0.01866848,0.002391883,0.008711039,0.001128442,3.076984973,3.076984973,NA,NA,NA,42.25238799,0.0738875,0.42252388,4.962039928,0,NA,NA,1,1.919398936,85.71428571,1.919398936
65,Inner Lagoon,Inner Lagoon,6,PCOM,87.25740767,21.9805225,6.986445612,0.013472136,17.49618789,0.101134034,0.000423424,0.000135254,0.00319429,0.000707041,0.003529865,0.287075241,0.167364372,0.454439613,0.021303176,0.005829377,0.013401977,0.003669103,0.007901199,0.002160275,2.72128404,2.685395661,NA,NA,NA,30.20063596,0.0216,0.30200636,16.13701143,0.527,20.329,2.21113013,1,1.1416821,90.47619048,1.1416821
65,Outer Lagoon,Inner Lagoon,6,PCOM,326.6222222,44.205532,7.965908616,0.061397443,94.96217536,0.542641002,0.001416748,0.000181446,0.015064091,0.001777887,0.010504286,0.972570848,0.437772091,1.410342938,0.032251299,0.004173183,0.022117077,0.002849073,0.010134222,0.00132411,3.17405456,3.17405456,NA,NA,NA,30.81983105,0.051046875,0.308198311,NA,1.5614,9.125,1.6609919,1,1.506098136,76.19047619,1.506098136
71,Inner Lagoon,Inner Lagoon,6,MCAP,369.4888892,95.01553,4.782819965,0.0598688,150.7678017,0.881683051,0.000694009,0.000157468,0.011214817,0.002308538,0.015163743,1.179938134,0.413326844,1.593264977,0.018603819,0.004138251,0.013681912,0.003064869,0.004921906,0.001073382,3.880820404,3.880820404,NA,NA,NA,46.20462046,0.063,0.462046205,20.03557723,3.673,7.531,2.574528616,0.5,1.231918806,95.23809524,2.463837612
71,Outer Lagoon,Inner Lagoon,6,MCAP,267.0333333,69.69562,4.168479126,0.05430693,205.8794557,1.190054658,0.000842875,0.000204695,0.021111675,0.004911904,0.013783237,1.044005297,0.360520365,1.404525662,0.021359507,0.005330206,0.015653401,0.003931232,0.005706107,0.001398974,3.80648424,3.80648424,NA,NA,NA,48.33022377,0.06003125,0.483302238,15.62297116,5.738,4.379,5.819196965,0.9,2.827888545,100,3.142098383
72,Inner Lagoon,Inner Lagoon,6,MCAP,344.8611118,65.332125,4.674910287,0.039390843,64.05364053,0.374582693,0.0006577,0.000146791,0.007394168,0.001915016,0.009956332,0.796420414,0.435766227,1.232186641,0.016968355,0.003858197,0.011156565,0.002595059,0.00581179,0.001263138,3.029047332,3.029047332,NA,NA,NA,57.72902255,0.1028375,0.577290226,14.12978859,3.163,20.985,1.577145771,0.5,0.677672153,80.95238095,1.355344306
72,Outer Lagoon,Inner Lagoon,6,MCAP,303.333333,59.20018,5.13324893,0.081224985,218.1151269,1.26078108,0.000825048,0.000163623,0.010809254,0.002101615,0.009927746,0.656463414,0.283616975,0.940080389,0.015889557,0.003152406,0.01109709,0.002197682,0.004792468,0.000954724,3.312966208,3.312966208,NA,NA,NA,26.08818413,0.06390625,0.260881841,2.926647731,4.83,22.456,6.24033,0.9,2.662230555,90.47619048,2.95803395
96,Inner Lagoon,Inner Lagoon,6,PCOM,132.838889,27.953194,6.052141307,0.023570861,46.01882368,0.266004761,0.000765595,0.000157316,0.010325989,0.001842764,0.003284682,0.349207149,0.195567368,0.544774517,0.021053624,0.003977673,0.013109192,0.002516966,0.007944431,0.001460707,2.698889695,2.698889695,NA,NA,NA,NA,NA,NA,11.80540178,0,NA,NA,1,1.267550203,85.71428571,1.267550203
96,Outer Lagoon,Inner Lagoon,6,PCOM,191.5138893,34.922695,5.412587292,0.041903196,96.41214205,0.550926526,0.001195153,0.000265861,0.016224345,0.003408575,0.010912857,0.820731435,0.350433621,1.171165056,0.03253123,0.006776998,0.02265838,0.004680654,0.00987285,0.002096344,3.25062675,3.25062675,NA,NA,NA,47.68955112,0.0688125,0.476895511,10.04626676,2.146,46.444,2.302349485,1,1.422619819,71.42857143,1.422619819
98,Inner Lagoon,Inner Lagoon,6,PCOM,173.0166668,21.500668,7.512366769,0.021156817,47.29697756,0.273392934,0.000846704,0.00011507,0.012133867,0.001709106,0.002690173,0.360792245,0.17174743,0.532539675,0.020749271,0.002764179,0.01399634,0.001853945,0.006752932,0.000910234,3.056302426,3.056302426,NA,NA,NA,33.61062207,0.01085,0.336106221,50.0254986,0,NA,NA,1,1.372171483,80.95238095,1.372171483
98,Outer Lagoon,Inner Lagoon,6,PCOM,289.4988884,47.170426,6.351230196,0.064147441,157.1798097,0.898170341,0.001354769,0.000247999,0.0199878,0.003750553,0.009298286,0.819794261,0.352594091,1.172388351,0.024683055,0.003967603,0.017139403,0.002707479,0.007543652,0.001260123,3.233163912,3.233163912,NA,NA,NA,NA,NA,NA,7.590354975,NA,NA,NA,1,2.242891384,85.71428571,2.242891384
