Parent,Destination,Origin,Timepoint,Species,AFDW,SA,BM,BWg.d,BWx,BWx.d,BWg.dSA,BWg.dAFDW,BWx.dSA,BWx.dAFDW,LE,NP,R,GP,GPSA,GPAFDW,NPSA,NPAFDW,RSA,RAFDW,P_RSA,P_RAFDW,F0,FM,Yield,PercentLipids,TotalLipids,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
58,Inner Lagoon,Outer Lagoon,3,PCOM,251.6323422,23.552974,10.49288333,0.035559022,34.20235995,0.345074892,0.001414682,0.000165882,0.014218245,0.001654948,0.007892696,0.451394475,0.245793678,0.697188153,0.029932814,0.002927041,0.019378252,0.001898925,0.010554562,0.001028116,2.818279885,2.818279885,610.25,1478.75,594,NA,NA,NA,6.640479481,NA,NA,NA,NA,NA,97.2972973,NA
58,Outer Lagoon,Outer Lagoon,3,PCOM,284.8788894,30.23941,9.822326083,0.058064921,49.49979906,0.489692926,0.001641256,0.000208188,0.015632586,0.001993018,0.01078487,0.806410996,0.380969272,1.187380268,0.039406818,0.004419513,0.026868263,0.003017591,0.012538555,0.001401922,3.107300371,3.107300371,471.5,1286.25,617.25,NA,NA,NA,15.24987571,NA,NA,NA,NA,NA,94.5945946,NA
59,Inner Lagoon,Outer Lagoon,3,PCOM,191.5961696,20.480278,9.474385096,0.026767622,35.58955477,0.366728264,0.001226646,0.000166644,0.016895789,0.002383735,0.008119927,0.489866964,0.264150014,0.754016977,0.0369896,0.003975675,0.024062835,0.002589485,0.012926765,0.00138619,2.873580658,2.873580658,429.5,1263.5,661,NA,NA,NA,21.62232808,NA,NA,NA,NA,NA,89.18918919,NA
59,Outer Lagoon,Outer Lagoon,3,PCOM,181.6583333,39.69751,7.066806616,0.028344354,52.58969133,0.518771272,0.001161726,0.000158634,0.023321188,0.003091487,0.010249668,0.449518733,0.197461732,0.646980464,0.029952162,0.004033221,0.021015536,0.002814391,0.008936625,0.001218831,3.313718691,3.313718691,568.2,1676.8,655,NA,NA,NA,6.597132886,NA,NA,NA,NA,NA,78.37837838,NA
60,Inner Lagoon,Outer Lagoon,3,PCOM,183.6566664,22.576654,7.882692666,0.032644727,48.98886381,0.50891687,0.001420178,0.00022204,0.023485038,0.00339083,0.00788548,0.61983674,0.24543979,0.86527653,0.037054544,0.004696215,0.02655307,0.003367067,0.010501474,0.001329148,3.538645507,3.538645507,681,1491,543,NA,NA,NA,9.419459695,NA,NA,NA,NA,NA,83.78378378,NA
60,Outer Lagoon,Outer Lagoon,3,PCOM,223.4708335,36.115975,6.570883849,0.057093882,63.53094589,0.628683832,0.001450227,0.000207604,0.019389565,0.002770878,0.011211558,0.70787185,0.29311852,1.000990369,0.045281891,0.006889255,0.032020898,0.004871921,0.013260994,0.002017335,3.413161563,3.413161563,561.2,1581.6,649.6,NA,NA,NA,14.48773518,NA,NA,NA,NA,NA,83.78378378,NA
65,Inner Lagoon,Inner Lagoon,3,PCOM,196.3755558,21.637624,9.058632018,0.021830414,23.30493856,0.239740491,0.000968942,0.000149227,0.011183894,0.0016957,0.008401312,0.378154396,0.207453721,0.585608117,0.027552389,0.003471108,0.017882882,0.002252337,0.009669507,0.001218772,2.844374553,2.844374553,547,1575.75,655.5,NA,NA,NA,8.1153569,NA,NA,NA,NA,NA,91.89189189,NA
65,Outer Lagoon,Inner Lagoon,3,PCOM,206.1922224,29.93431,6.841632708,0.051097005,39.72135786,0.389921224,0.001337099,0.000184291,0.011423414,0.001481673,0.010976715,0.721108958,0.316502593,1.037611551,0.03557126,0.005132597,0.025052763,0.003600004,0.010518497,0.001532593,3.350501992,3.350501992,492.75,1231.5,650,NA,NA,NA,9.141016459,NA,NA,NA,NA,NA,72.97297297,NA
71,Inner Lagoon,Inner Lagoon,3,MCAP,290.6592112,35.38543,8.534588855,0.049860841,69.18322003,0.762714118,0.000901758,0.000147024,0.014645378,0.002225366,0.014517663,0.427714743,0.142906219,0.570620961,0.01876569,0.002186241,0.013980547,0.001616299,0.004785144,0.000569942,4.013818313,4.013818313,352,1032.6,664.8,NA,NA,NA,10.26465669,NA,NA,NA,NA,NA,97.2972973,NA
71,Outer Lagoon,Inner Lagoon,3,MCAP,362.9211106,54.23383,6.624844835,0.050817869,91.8062373,0.997528958,0.000878919,0.000169346,0.019007163,0.003751024,0.015061474,0.788242246,0.348800445,1.137042691,0.021934945,0.003163752,0.015212063,0.002199345,0.006722882,0.000964407,3.259992175,3.259992175,359.5,1041.5,654.5,NA,NA,NA,5.100296714,NA,NA,NA,NA,NA,100,NA
72,Inner Lagoon,Inner Lagoon,3,MCAP,249.7957968,41.489125,6.200163212,0.046367456,46.34786481,0.509396406,0.000860016,0.0001611,0.010951262,0.002224509,0.009153014,0.67249574,0.235428355,0.907924095,0.022336357,0.003593727,0.016228008,0.00261145,0.006108348,0.000982277,3.695808405,3.695808405,423.5,1249,660.8333333,NA,NA,NA,12.78689639,NA,NA,NA,NA,NA,91.89189189,NA
72,Outer Lagoon,Inner Lagoon,3,MCAP,359.4544442,27.163324,11.08473047,0.055898706,84.65503747,0.931374876,0.000935727,0.000128969,0.018386692,0.002510336,0.009988074,0.523217115,0.248382648,0.771599763,0.03080274,0.003563407,0.02144723,0.002506697,0.00935551,0.00105671,3.286654802,3.286654802,293,931.6666667,685,NA,NA,NA,6.599107112,NA,NA,NA,NA,NA,97.2972973,NA
96,Inner Lagoon,Inner Lagoon,3,PCOM,250.0963962,19.225978,13.03894129,0.021330322,29.29810551,0.296117086,0.000903735,0.000125975,0.013995585,0.001810593,0.00645854,0.442295932,0.201334788,0.643630719,0.031260129,0.002745468,0.021463023,0.001866703,0.009797106,0.000878766,3.125081611,3.125081611,465.4,1190.8,587.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.18918919,NA
96,Outer Lagoon,Inner Lagoon,3,PCOM,156.8583333,24.5264125,6.466983514,0.032797142,41.99364896,0.414081469,0.001108079,0.000213238,0.014188913,0.002664876,0.010200063,0.677956208,0.277661675,0.955617882,0.037606533,0.005857675,0.026512988,0.00413181,0.011093545,0.001725866,3.364800175,3.364800175,497.5,1434.25,640.75,NA,NA,NA,25.57022754,NA,NA,NA,NA,NA,81.08108108,NA
98,Inner Lagoon,Inner Lagoon,3,PCOM,364.6566662,34.586068,10.20424897,0.037641227,40.66555702,0.412725752,0.00125776,0.000148055,0.016240866,0.002042893,0.008507916,0.615171071,0.310764591,0.925935662,0.025902373,0.002701005,0.017154672,0.00178153,0.0087477,0.000919475,2.97626386,2.97626386,526.25,1532,642.5,NA,NA,NA,21.9666189,NA,NA,NA,NA,NA,86.48648649,NA
98,Outer Lagoon,Inner Lagoon,3,PCOM,229.9236115,36.69736,7.169511004,0.062330991,74.28274772,0.731553818,0.001492403,0.000242755,0.018081405,0.002988523,0.009737771,0.86373197,0.396311447,1.260043417,0.036115207,0.005594122,0.024748983,0.003840019,0.011366225,0.001754103,3.180901953,3.180901953,530.5,1434,628.75,NA,NA,NA,16.33736043,NA,NA,NA,NA,NA,91.89189189,NA
121,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.4,895.4,577.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.8,1057.8,619.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.5,1003.25,622.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,1083.25,634.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.8,1061.8,582.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.2,1245,628.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.6,1040.4,583.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.6,1089.6,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.4,1055,606.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.5,894,598.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.4,1180.8,590.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.8,1081.2,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.75,1085.25,604.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.6,1071,611.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.6,971.2,581.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,1196.6,631.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.4,1082.2,587.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,1128.2,623.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.5,969.5,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.2,1004.8,602.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,922.3333333,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.4,957,619.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.6,985.8,604.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.8,966.6,635.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.6,1204.4,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,1008.6,653.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.4,1004.2,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,891,624.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,952,610.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.6,1164.4,641.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.2,1016.8,643.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.6,1321,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.6,918.6,599.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.8,1076.8,616.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,1081,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,1084.2,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.8,812.8,597.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.4,906.4,625.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,878,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.6,1028.6,657.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.6666667,1124,637.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.25,1133.75,624.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,863.8,607.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1000.2,664.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.4,977,578.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.5,899,573.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.2,1057.8,588.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.2,1062.6,643.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.75,1066.5,645.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.2,1205,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.2,1000,615.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,973.2,617.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,737.4,574.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.1666667,955.1666667,630.1666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.1666667,954.3333333,605.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.4,935.4,600.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,996.5,578.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.2,1021.8,618.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.8,956.2,584.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.25,1254.75,623.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,1255.8,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,984,620.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.4,1157.2,604.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.5,1031.5,597.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.75,1083.25,627.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.75,1090.25,609.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.5,1007,652.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.2,1009.4,609.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,803,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.8,1048.8,607.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,1157,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,1007,627.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.4,980.6,629.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.4,1112.6,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
